date,comp,team,team_id,opponent,opponent_id,team_score,opp_score,margin,result,rankings_weight,is_ncr_pair
2025-07-12,Men's Internationals 2025,Fiji,46,Scotland,35,29,14,15,W,,True
2025-07-12,Men's Internationals 2025,France,42,New Zealand,37,17,43,-26,L,,True
2025-07-12,Men's Internationals 2025,Ireland,36,Portugal,44,106,7,99,W,,False
2025-07-12,Men's Internationals 2025,Italy,41,South Africa,39,0,45,-45,L,,True
2025-07-12,Men's Internationals 2025,Japan,49,Wales,33,22,31,-9,L,,True
2025-07-12,Men's Internationals 2025,New Zealand,37,France,42,43,17,26,W,,True
2025-07-12,Men's Internationals 2025,Scotland,35,Fiji,46,14,29,-15,L,,True
2025-07-12,Men's Internationals 2025,South Africa,39,Italy,41,45,0,45,W,,True
2025-07-12,Men's Internationals 2025,Wales,33,Japan,49,31,22,9,W,,True
2025-07-18,Men's Internationals 2025,Scotland,35,Samoa,45,41,12,29,W,,False
2025-07-19,Men's Internationals 2025,Argentina,40,Uruguay,68,52,17,35,W,,False
2025-07-19,Tour 2025,Australia,38,British & Irish Lions,55,19,27,-8,L,,False
2025-07-19,Men's Internationals 2025,England,34,USA,51,40,5,35,W,,False
2025-07-19,Men's Internationals 2025,France,42,New Zealand,37,19,29,-10,L,,True
2025-07-19,Men's Internationals 2025,New Zealand,37,France,42,29,19,10,W,,True
2025-07-19,Men's Internationals 2025,South Africa,39,Georgia,720,55,10,45,W,,False
2025-07-26,Tour 2025,Australia,38,British & Irish Lions,55,26,29,-3,L,,False
2025-08-02,Tour 2025,Australia,38,British & Irish Lions,55,22,12,10,W,,False
2025-08-16,The Rugby Championship 2025,Argentina,40,New Zealand,37,24,41,-17,L,,True
2025-08-16,The Rugby Championship 2025,Australia,38,South Africa,39,38,22,16,W,,True
2025-08-16,The Rugby Championship 2025,New Zealand,37,Argentina,40,41,24,17,W,,True
2025-08-16,The Rugby Championship 2025,South Africa,39,Australia,38,22,38,-16,L,,True
2025-08-23,The Rugby Championship 2025,Argentina,40,New Zealand,37,29,23,6,W,,True
2025-08-23,The Rugby Championship 2025,Australia,38,South Africa,39,22,30,-8,L,,True
2025-08-23,The Rugby Championship 2025,New Zealand,37,Argentina,40,23,29,-6,L,,True
2025-08-23,The Rugby Championship 2025,South Africa,39,Australia,38,30,22,8,W,,True
2025-08-30,Pacific Nations Cup 2025,Fiji,46,Tonga,47,32,10,22,W,,False
2025-08-30,Pacific Nations Cup 2025,Japan,49,Canada,50,57,15,42,W,,False
2025-09-06,The Rugby Championship 2025,Argentina,40,Australia,38,24,28,-4,L,,True
2025-09-06,The Rugby Championship 2025,Australia,38,Argentina,40,28,24,4,W,,True
2025-09-06,Pacific Nations Cup 2025,Fiji,46,Samoa,45,29,15,14,W,,False
2025-09-06,Pacific Nations Cup 2025,Japan,49,USA,51,47,21,26,W,,False
2025-09-06,The Rugby Championship 2025,New Zealand,37,South Africa,39,24,17,7,W,,True
2025-09-06,The Rugby Championship 2025,South Africa,39,New Zealand,37,17,24,-7,L,,True
2025-09-13,The Rugby Championship 2025,Argentina,40,Australia,38,28,26,2,W,,True
2025-09-13,The Rugby Championship 2025,Australia,38,Argentina,40,26,28,-2,L,,True
2025-09-13,The Rugby Championship 2025,New Zealand,37,South Africa,39,10,43,-33,L,,True
2025-09-13,The Rugby Championship 2025,South Africa,39,New Zealand,37,43,10,33,W,,True
2025-09-14,Pacific Nations Cup 2025,Fiji,46,Canada,50,63,10,53,W,,False
2025-09-14,Pacific Nations Cup 2025,Japan,49,Tonga,47,62,24,38,W,,False
2025-09-20,Pacific Nations Cup 2025,Fiji,46,Japan,49,33,27,6,W,,True
2025-09-20,Pacific Nations Cup 2025,Japan,49,Fiji,46,27,33,-6,L,,True
2025-09-27,The Rugby Championship 2025,Argentina,40,South Africa,39,30,67,-37,L,,True
2025-09-27,The Rugby Championship 2025,Australia,38,New Zealand,37,24,33,-9,L,,True
2025-09-27,The Rugby Championship 2025,New Zealand,37,Australia,38,33,24,9,W,,True
2025-09-27,The Rugby Championship 2025,South Africa,39,Argentina,40,67,30,37,W,,True
2025-10-04,The Rugby Championship 2025,Argentina,40,South Africa,39,27,29,-2,L,,True
2025-10-04,The Rugby Championship 2025,Australia,38,New Zealand,37,14,28,-14,L,,True
2025-10-04,The Rugby Championship 2025,New Zealand,37,Australia,38,28,14,14,W,,True
2025-10-04,The Rugby Championship 2025,South Africa,39,Argentina,40,29,27,2,W,,True
2025-10-25,Men's Internationals 2025,Australia,38,Japan,49,19,15,4,W,,True
2025-10-25,Men's Internationals 2025,Japan,49,Australia,38,15,19,-4,L,,True
2025-11-01,Autumn Nations Series 2025,Australia,38,England,34,7,25,-18,L,,True
2025-11-01,Autumn Nations Series 2025,England,34,Australia,38,25,7,18,W,,True
2025-11-01,Autumn Nations Series 2025,Ireland,36,New Zealand,37,13,26,-13,L,,True
2025-11-01,Men's Internationals 2025,Japan,49,South Africa,39,7,61,-54,L,,True
2025-11-01,Autumn Nations Series 2025,New Zealand,37,Ireland,36,26,13,13,W,,True
2025-11-01,Autumn Nations Series 2025,Scotland,35,USA,51,85,0,85,W,,False
2025-11-01,Men's Internationals 2025,South Africa,39,Japan,49,61,7,54,W,,True
2025-11-08,Autumn Nations Series 2025,Australia,38,Italy,41,19,26,-7,L,,True
2025-11-08,Autumn Nations Series 2025,England,34,Fiji,46,38,18,20,W,,True
2025-11-08,Autumn Nations Series 2025,Fiji,46,England,34,18,38,-20,L,,True
2025-11-08,Autumn Nations Series 2025,France,42,South Africa,39,17,32,-15,L,,True
2025-11-08,Autumn Nations Series 2025,Ireland,36,Japan,49,41,10,31,W,,True
2025-11-08,Autumn Nations Series 2025,Italy,41,Australia,38,26,19,7,W,,True
2025-11-08,Autumn Nations Series 2025,Japan,49,Ireland,36,10,41,-31,L,,True
2025-11-08,Autumn Nations Series 2025,New Zealand,37,Scotland,35,25,17,8,W,,True
2025-11-08,Autumn Nations Series 2025,Scotland,35,New Zealand,37,17,25,-8,L,,True
2025-11-08,Autumn Nations Series 2025,South Africa,39,France,42,32,17,15,W,,True
2025-11-09,Autumn Nations Series 2025,Argentina,40,Wales,33,52,28,24,W,,True
2025-11-09,Autumn Nations Series 2025,Wales,33,Argentina,40,28,52,-24,L,,True
2025-11-15,Autumn Nations Series 2025,Australia,38,Ireland,36,19,46,-27,L,,True
2025-11-15,Autumn Nations Series 2025,England,34,New Zealand,37,33,19,14,W,,True
2025-11-15,Autumn Nations Series 2025,Fiji,46,France,42,21,34,-13,L,,True
2025-11-15,Autumn Nations Series 2025,France,42,Fiji,46,34,21,13,W,,True
2025-11-15,Autumn Nations Series 2025,Ireland,36,Australia,38,46,19,27,W,,True
2025-11-15,Autumn Nations Series 2025,Italy,41,South Africa,39,14,32,-18,L,,True
2025-11-15,Autumn Nations Series 2025,Japan,49,Wales,33,23,24,-1,L,,True
2025-11-15,Autumn Nations Series 2025,New Zealand,37,England,34,19,33,-14,L,,True
2025-11-15,Autumn Nations Series 2025,South Africa,39,Italy,41,32,14,18,W,,True
2025-11-15,Autumn Nations Series 2025,Wales,33,Japan,49,24,23,1,W,,True
2025-11-16,Autumn Nations Series 2025,Argentina,40,Scotland,35,33,24,9,W,,True
2025-11-16,Autumn Nations Series 2025,Scotland,35,Argentina,40,24,33,-9,L,,True
2025-11-22,Autumn Nations Series 2025,Australia,38,France,42,33,48,-15,L,,True
2025-11-22,Men's Internationals 2025,Fiji,46,Spain,43,41,33,8,W,,False
2025-11-22,Autumn Nations Series 2025,France,42,Australia,38,48,33,15,W,,True
2025-11-22,Autumn Nations Series 2025,Ireland,36,South Africa,39,13,24,-11,L,,True
2025-11-22,Autumn Nations Series 2025,Italy,41,Chile,708,34,19,15,W,,False
2025-11-22,Men's Internationals 2025,Japan,49,Georgia,720,25,23,2,W,,False
2025-11-22,Autumn Nations Series 2025,New Zealand,37,Wales,33,52,26,26,W,,True
2025-11-22,Autumn Nations Series 2025,South Africa,39,Ireland,36,24,13,11,W,,True
2025-11-22,Autumn Nations Series 2025,Wales,33,New Zealand,37,26,52,-26,L,,True
2025-11-23,Autumn Nations Series 2025,Argentina,40,England,34,23,27,-4,L,,True
2025-11-23,Autumn Nations Series 2025,England,34,Argentina,40,27,23,4,W,,True
2025-11-23,Autumn Nations Series 2025,Scotland,35,Tonga,47,56,0,56,W,,False
2025-11-29,Autumn Nations Series 2025,South Africa,39,Wales,33,73,0,73,W,,True
2025-11-29,Autumn Nations Series 2025,Wales,33,South Africa,39,0,73,-73,L,,True
2026-02-05,Six Nations 2026,France,42,Ireland,36,36,14,22,W,,True
2026-02-05,Six Nations 2026,Ireland,36,France,42,14,36,-22,L,,True
2026-02-07,Six Nations 2026,England,34,Wales,33,48,7,41,W,,True
2026-02-07,Six Nations 2026,Italy,41,Scotland,35,18,15,3,W,,True
2026-02-07,Six Nations 2026,Scotland,35,Italy,41,15,18,-3,L,,True
2026-02-07,Six Nations 2026,Wales,33,England,34,7,48,-41,L,,True
2026-02-14,Six Nations 2026,England,34,Scotland,35,20,31,-11,L,,True
2026-02-14,Six Nations 2026,Ireland,36,Italy,41,20,13,7,W,,True
2026-02-14,Six Nations 2026,Italy,41,Ireland,36,13,20,-7,L,,True
2026-02-14,Six Nations 2026,Scotland,35,England,34,31,20,11,W,,True
2026-02-15,Six Nations 2026,France,42,Wales,33,54,12,42,W,,True
2026-02-15,Six Nations 2026,Wales,33,France,42,12,54,-42,L,,True
2026-02-21,Six Nations 2026,England,34,Ireland,36,21,42,-21,L,,True
2026-02-21,Six Nations 2026,Ireland,36,England,34,42,21,21,W,,True
2026-02-21,Six Nations 2026,Scotland,35,Wales,33,26,23,3,W,,True
2026-02-21,Six Nations 2026,Wales,33,Scotland,35,23,26,-3,L,,True
2026-02-22,Six Nations 2026,France,42,Italy,41,33,8,25,W,,True
2026-02-22,Six Nations 2026,Italy,41,France,42,8,33,-25,L,,True
2026-03-06,Six Nations 2026,Ireland,36,Wales,33,27,17,10,W,,True
2026-03-06,Six Nations 2026,Wales,33,Ireland,36,17,27,-10,L,,True
2026-03-07,Six Nations 2026,England,34,Italy,41,18,23,-5,L,,True
2026-03-07,Six Nations 2026,France,42,Scotland,35,40,50,-10,L,,True
2026-03-07,Six Nations 2026,Italy,41,England,34,23,18,5,W,,True
2026-03-07,Six Nations 2026,Scotland,35,France,42,50,40,10,W,,True
2026-03-14,Six Nations 2026,England,34,France,42,46,48,-2,L,,True
2026-03-14,Six Nations 2026,France,42,England,34,48,46,2,W,,True
2026-03-14,Six Nations 2026,Ireland,36,Scotland,35,43,21,22,W,,True
2026-03-14,Six Nations 2026,Italy,41,Wales,33,17,31,-14,L,,True
2026-03-14,Six Nations 2026,Scotland,35,Ireland,36,21,43,-22,L,,True
2026-03-14,Six Nations 2026,Wales,33,Italy,41,31,17,14,W,,True
2026-06-20,Men's Internationals 2026,South Africa,39,Barbarians,54,80,31,49,W,,False
2026-06-27,Men's Internationals 2026,Wales,33,Barbarians,54,33,31,2,W,,False
2026-07-04,Nations Championship 2026,Argentina,40,Scotland,35,38,47,-9,L,,True
2026-07-04,Nations Championship 2026,Australia,38,Ireland,36,31,33,-2,L,,True
2026-07-04,Nations Championship 2026,England,34,South Africa,39,21,45,-24,L,,True
2026-07-04,Nations Championship 2026,Fiji,46,Wales,33,24,39,-15,L,,True
2026-07-04,Nations Championship 2026,France,42,New Zealand,37,32,34,-2,L,,True
2026-07-04,Nations Championship 2026,Ireland,36,Australia,38,33,31,2,W,,True
2026-07-04,Nations Championship 2026,Italy,41,Japan,49,10,27,-17,L,,True
2026-07-04,Nations Championship 2026,Japan,49,Italy,41,27,10,17,W,,True
2026-07-04,Nations Championship 2026,New Zealand,37,France,42,34,32,2,W,,True
2026-07-04,Nations Championship 2026,Scotland,35,Argentina,40,47,38,9,W,,True
2026-07-04,Nations Championship 2026,South Africa,39,England,34,45,21,24,W,,True
2026-07-04,Nations Championship 2026,Wales,33,Fiji,46,39,24,15,W,,True
2026-07-11,Nations Championship 2026,Argentina,40,Wales,33,35,21,14,W,,True
2026-07-11,Nations Championship 2026,Australia,38,France,42,26,42,-16,L,,True
2026-07-11,Nations Championship 2026,England,34,Fiji,46,73,8,65,W,,True
2026-07-11,Nations Championship 2026,Fiji,46,England,34,8,73,-65,L,,True
2026-07-11,Nations Championship 2026,France,42,Australia,38,42,26,16,W,,True
2026-07-11,Nations Championship 2026,Ireland,36,Japan,49,36,20,16,W,,True
2026-07-11,Nations Championship 2026,Italy,41,New Zealand,37,17,47,-30,L,,True
2026-07-11,Nations Championship 2026,Japan,49,Ireland,36,20,36,-16,L,,True
2026-07-11,Nations Championship 2026,New Zealand,37,Italy,41,47,17,30,W,,True
2026-07-11,Nations Championship 2026,Scotland,35,South Africa,39,28,42,-14,L,,True
2026-07-11,Nations Championship 2026,South Africa,39,Scotland,35,42,28,14,W,,True
2026-07-11,Nations Championship 2026,Wales,33,Argentina,40,21,35,-14,L,,True
2026-07-18,Nations Championship 2026,Argentina,40,England,34,24,31,-7,L,,True
2026-07-18,Nations Championship 2026,Australia,38,Italy,41,57,10,47,W,,True
2026-07-18,Nations Championship 2026,England,34,Argentina,40,31,24,7,W,,True
2026-07-18,Nations Championship 2026,Fiji,46,Scotland,35,17,33,-16,L,,True
2026-07-18,Nations Championship 2026,France,42,Japan,49,42,15,27,W,,True
2026-07-18,Nations Championship 2026,Ireland,36,New Zealand,37,21,40,-19,L,,True
2026-07-18,Nations Championship 2026,Italy,41,Australia,38,10,57,-47,L,,True
2026-07-18,Nations Championship 2026,Japan,49,France,42,15,42,-27,L,,True
2026-07-18,Nations Championship 2026,New Zealand,37,Ireland,36,40,21,19,W,,True
2026-07-18,Nations Championship 2026,Scotland,35,Fiji,46,33,17,16,W,,True
2026-07-18,Nations Championship 2026,South Africa,39,Wales,33,43,0,43,W,,True
2026-07-18,Nations Championship 2026,Wales,33,South Africa,39,0,43,-43,L,,True
2026-08-07,Rugby’s Greatest Rivalry 2026,New Zealand,37,Stormers,2352,38,21,17,W,,False
2026-08-08,Men's Internationals 2026,Argentina,40,South Africa,39,10,17,-7,L,,True
2026-08-08,Men's Internationals 2026,Australia,38,Japan,49,35,32,3,W,,True
2026-08-08,Men's Internationals 2026,Japan,49,Australia,38,32,35,-3,L,,True
2026-08-08,Men's Internationals 2026,South Africa,39,Argentina,40,17,10,7,W,,True
2026-08-11,Rugby’s Greatest Rivalry 2026,New Zealand,37,Sharks,2353,54,0,54,W,,False
2026-08-15,Men's Internationals 2026,Australia,38,Japan,49,56,17,39,W,,True
2026-08-15,Men's Internationals 2026,Japan,49,Australia,38,17,56,-39,L,,True
2026-08-15,Rugby’s Greatest Rivalry 2026,New Zealand,37,Bulls,2351,50,19,31,W,,False
2026-08-22,Rugby’s Greatest Rivalry 2026,New Zealand,37,South Africa,39,33,16,17,W,,True
2026-08-22,Rugby’s Greatest Rivalry 2026,South Africa,39,New Zealand,37,16,33,-17,L,,True
2026-08-25,Rugby’s Greatest Rivalry 2026,New Zealand,37,Lions,2357,41,35,6,W,,False
